,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220
US-ND_Coffee,32,30,31,24,22,25,33,74,48,47,36,22,43,16,25,35,38,34,51,46,40,50,53,42,44,42,38,25,27,27,42,48,39,38,54,59,45,39,26,30,27,41,44,56,18,49,28,48,34,29,34,33,26,45,36,28,36,28,36,44,34,43,25,31,26,49,35,37,44,37,41,40,40,30,49,35,35,46,32,38,34,53,38,61,46,33,37,43,34,38,39,38,49,39,50,61,41,48,42,45,43,50,47,47,54,65,58,63,58,45,52,55,48,54,52,50,51,53,47,56,53,43,50,48,49,47,53,48,41,56,57,68,57,62,52,58,52,63,54,56,67,65,70,66,68,58,59,73,71,68,67,66,77,74,69,92,68,78,76,75,68,72,75,71,71,71,76,77,76,69,70,79,72,75,71,77,81,76,78,86,89,81,71,73,80,87,82,81,86,81,80,90,77,81,74,82,83,83,77,82,91,81,91,97,86,86,87,87,87,82,90,97,95,89,100,97,78,79,85,95,94
US-ND_Tea,19,12,0,30,0,13,33,12,43,29,15,23,20,24,18,24,19,30,21,12,17,22,19,40,13,8,22,28,27,31,18,5,24,17,14,18,24,24,19,29,26,18,22,17,28,28,19,24,30,25,14,25,14,19,19,23,24,30,25,26,36,21,30,46,17,25,28,29,25,26,23,27,29,36,22,27,26,34,31,22,38,34,34,37,29,31,30,26,26,28,23,31,35,27,33,24,21,29,27,22,26,27,23,22,30,26,28,26,28,30,29,29,27,30,25,26,24,30,27,30,31,31,22,31,25,35,27,31,23,32,28,30,30,29,36,36,32,38,29,37,37,30,28,39,36,33,37,37,29,30,30,28,34,29,22,31,34,38,32,31,32,38,38,35,31,27,31,33,36,33,34,35,38,36,36,35,30,32,32,36,35,32,33,36,40,38,29,35,34,30,33,38,38,41,34,34,36,33,37,40,36,35,34,45,46,37,36,40,47,34,42,31,32,32,38,38,34,39,37,39,34
US-ND_bubbleTea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,2,1,1,0,0,0,0,0,1,2,1,1,1,2,1,1,0,0,1,1,1,1,2,2,0,1,1,1,1,1,1,1,1,1,1,1,2,1,2,0,1,0,1,1,0,2,1,1,1
isPartial,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
US-NE_Coffee,41,23,30,24,27,24,27,21,38,28,52,56,29,38,25,32,12,31,42,25,26,22,38,38,41,35,34,32,25,34,31,27,35,37,38,33,41,36,29,33,32,34,33,34,28,30,34,36,26,30,30,36,33,25,28,30,25,34,34,40,31,34,33,37,36,31,31,42,36,36,40,37,35,34,32,33,36,36,38,34,42,37,43,52,43,42,40,35,38,39,40,45,44,49,64,87,66,67,69,54,47,44,47,51,59,57,57,64,57,53,53,54,52,54,46,47,43,46,52,56,49,49,49,41,47,46,45,49,52,47,52,65,51,52,49,49,49,51,46,48,50,48,60,60,56,50,49,52,52,51,55,53,59,54,65,77,57,60,55,59,58,61,64,60,63,63,71,70,62,59,66,62,62,63,71,74,72,69,72,76,74,66,68,65,68,71,69,72,75,76,73,84,73,78,69,80,80,72,77,70,80,83,79,90,78,77,74,75,82,82,82,78,92,84,100,100,89,81,88,76,80
US-NE_Tea,14,14,35,13,17,12,26,21,13,20,24,27,18,15,25,22,21,15,21,22,24,18,32,23,24,27,14,24,20,25,14,14,19,19,24,25,26,28,28,22,17,23,25,18,17,20,20,27,23,25,22,20,21,24,20,19,29,20,20,25,20,24,28,51,19,27,23,22,26,21,23,23,31,33,28,31,31,27,25,23,26,29,27,27,29,26,22,26,28,26,28,21,21,24,26,33,30,26,29,27,26,24,29,22,24,26,29,29,35,31,32,30,31,31,26,26,25,28,29,31,33,27,30,29,28,32,29,27,27,28,27,29,35,31,31,31,31,35,33,27,31,29,31,33,34,30,32,32,35,38,33,29,30,29,31,36,34,34,34,32,37,36,34,31,31,33,33,38,38,38,34,34,35,37,34,30,36,35,32,37,34,34,36,33,35,39,38,36,30,36,35,36,38,34,33,33,42,35,34,35,36,38,36,56,51,41,37,39,46,40,41,37,35,39,41,41,40,39,39,42,29
US-NE_bubbleTea,2,0,0,2,0,2,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,0,1,1,1,0
isPartial,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
US-NH_Coffee,26,16,59,32,21,32,38,49,20,24,42,55,46,49,37,25,28,32,47,43,20,34,46,49,28,26,44,34,26,44,41,32,42,45,48,45,45,33,45,34,33,39,29,45,32,33,39,48,38,42,33,38,37,35,36,34,37,39,40,52,42,45,35,36,41,36,42,39,40,48,51,58,43,53,49,43,43,40,44,48,53,52,62,66,53,45,54,43,46,47,47,49,52,53,64,68,56,56,46,51,54,49,53,65,61,53,67,74,64,60,63,61,54,63,56,50,55,64,65,57,57,53,56,53,54,53,51,55,61,55,59,69,64,55,59,55,60,60,58,56,64,66,65,67,64,59,62,62,60,57,60,65,69,66,69,77,67,69,67,65,63,68,65,71,64,71,73,80,69,69,68,68,66,63,78,74,77,69,74,83,77,76,74,66,74,79,79,75,78,72,78,86,70,84,74,97,81,80,81,85,87,89,87,96,87,83,81,74,77,80,81,90,84,80,100,86,90,85,77,86,88
US-NH_Tea,38,5,19,18,17,32,19,34,20,19,25,39,22,36,28,38,30,24,23,17,26,29,32,36,36,35,36,31,21,31,25,26,27,22,26,36,34,26,19,24,33,24,28,32,28,25,31,35,31,32,35,34,26,28,25,32,23,34,36,40,40,38,44,47,34,28,28,24,34,33,33,30,38,41,47,55,41,43,40,37,40,45,45,43,37,42,42,41,38,36,38,44,38,38,34,46,41,38,38,34,42,41,40,37,34,37,41,44,42,36,36,35,39,39,37,37,38,43,40,46,44,40,40,44,39,43,37,36,39,39,44,48,50,41,48,40,46,39,38,36,40,40,42,46,48,45,42,48,45,40,41,39,40,46,45,46,49,48,44,43,44,41,45,45,37,39,45,47,48,46,44,49,44,44,40,36,42,39,43,50,51,47,46,41,44,51,44,39,43,42,42,51,47,49,40,44,48,46,46,45,42,42,44,68,59,52,45,45,48,48,44,47,42,45,44,53,54,44,49,47,50
US-NH_bubbleTea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,2,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,3,1,2,2,2,1,2,1,1,1,2,1,2,1
isPartial,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
US-NJ_Coffee,32,36,32,25,23,32,33,29,32,35,38,39,43,32,36,30,36,30,54,39,33,36,42,47,33,30,34,31,35,35,32,31,30,36,40,41,36,37,34,32,32,32,33,36,32,34,39,44,38,36,34,35,37,33,32,28,32,36,41,42,38,34,35,34,33,35,36,37,37,38,44,46,43,39,41,33,39,37,38,40,37,41,51,50,40,38,40,37,36,39,37,41,43,47,54,60,50,50,48,45,49,50,51,56,54,51,55,64,59,58,55,53,53,53,51,49,51,49,52,53,51,50,46,47,48,48,52,53,57,51,58,61,54,52,56,55,50,54,52,54,59,52,62,63,55,54,52,55,52,51,54,55,61,56,61,75,57,54,55,55,55,57,58,57,61,55,62,66,59,57,55,61,56,58,63,64,62,59,66,71,68,60,61,59,65,61,70,66,68,63,72,76,71,68,64,100,85,82,75,82,85,78,78,93,85,72,73,69,68,73,78,80,76,74,92,88,82,74,75,72,73
US-NJ_Tea,32,37,27,31,23,29,28,26,26,32,32,42,33,33,35,34,34,30,30,31,32,33,36,33,35,33,36,28,31,27,31,33,32,30,37,33,36,34,33,29,35,28,32,34,33,30,33,39,38,33,35,34,33,29,32,32,31,32,33,35,36,35,34,52,30,32,32,34,39,32,36,38,41,43,42,48,40,36,40,37,42,44,46,44,46,42,37,40,42,37,42,37,37,42,40,43,46,46,40,41,44,39,40,41,38,38,39,47,50,45,44,44,46,42,42,41,39,46,45,45,50,45,47,45,46,45,45,45,43,46,47,51,55,50,51,52,48,46,48,45,45,44,48,51,53,51,50,50,50,48,48,47,46,48,47,50,56,51,49,48,48,47,49,46,42,46,47,51,52,50,47,52,49,46,48,48,48,46,50,55,56,51,54,51,50,49,49,48,46,48,51,55,57,54,47,58,62,56,50,51,45,50,50,64,63,54,55,56,56,52,53,52,52,50,53,56,59,56,54,55,59
US-NJ_bubbleTea,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,2,0,2,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,3,3,3,2,2,2,2,2,3,3,3,3,4,3,3,3,2,3,3,4,4,2,2,4,4,4,4,3,3,3,4,4,4,5,5,6,6,5,5,4,3,4,3,4,4,4,5,5
isPartial,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
US-NM_Coffee,29,38,51,29,31,26,44,31,33,24,44,49,52,31,32,41,38,37,55,29,51,50,50,58,36,26,37,34,39,43,45,33,42,37,47,49,41,37,43,36,34,45,36,44,38,42,40,50,39,46,29,46,40,32,38,41,37,42,49,47,39,34,40,45,48,44,37,37,47,52,38,46,41,38,46,44,40,35,42,44,39,54,48,49,43,45,43,46,51,51,49,43,47,48,63,62,58,53,56,47,52,58,58,55,63,59,65,69,60,58,69,52,52,58,62,52,51,49,55,63,57,50,65,51,52,54,54,56,58,58,54,66,59,61,60,52,49,53,60,59,59,58,68,69,69,60,67,63,63,61,55,61,68,62,70,83,70,69,63,64,65,63,69,65,67,70,75,83,75,72,84,70,73,75,76,75,73,76,81,88,81,81,83,84,76,78,78,81,74,79,83,94,79,85,70,80,79,87,96,86,87,96,85,97,90,85,85,83,89,90,97,89,94,90,100,98,87,91,94,91,93
US-NM_Tea,42,25,24,23,39,26,18,23,21,33,25,44,34,49,41,28,31,23,33,32,42,39,34,48,32,46,27,31,33,38,45,29,34,32,39,40,28,31,38,37,26,35,36,29,26,30,39,42,34,42,34,27,30,28,33,33,36,31,36,32,32,26,36,65,41,35,34,39,40,33,33,38,37,47,42,53,46,35,40,45,42,52,53,40,52,38,46,45,45,45,45,45,36,42,43,46,45,44,45,40,44,37,48,43,36,38,37,49,56,41,46,47,53,44,48,46,39,46,47,45,47,45,46,42,46,47,46,46,47,43,48,52,50,41,47,51,48,45,46,45,49,47,53,56,54,56,47,50,51,45,43,42,49,46,45,51,56,54,52,49,49,45,47,46,45,45,47,56,57,56,50,53,50,51,51,50,49,50,52,54,57,55,59,54,55,55,53,51,50,51,52,57,58,54,48,53,58,62,56,54,49,54,50,77,70,66,61,58,66,57,67,56,54,54,56,60,73,61,64,63,66
US-NM_bubbleTea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1
isPartial,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
US-NV_Coffee,36,28,22,34,20,30,30,44,28,28,39,50,40,28,32,37,26,35,35,41,35,40,28,32,43,28,40,28,27,32,34,35,29,33,36,41,37,31,30,29,32,34,31,37,32,34,39,40,38,39,40,35,35,33,24,30,39,27,38,46,31,32,38,29,35,37,41,41,35,42,40,45,40,35,47,43,30,38,43,34,35,43,43,54,45,41,40,39,40,39,46,38,47,46,54,64,52,50,46,48,52,52,50,49,59,55,64,60,66,59,54,56,53,54,52,51,55,54,62,61,58,52,55,59,54,52,60,51,56,50,58,60,58,53,53,53,55,51,55,52,58,56,67,69,60,66,63,61,62,58,59,56,62,59,70,81,62,62,64,64,64,65,65,64,67,66,73,75,70,68,72,68,68,72,78,72,74,70,80,85,75,80,73,70,82,75,77,79,83,81,84,85,78,81,71,86,82,79,83,80,81,87,87,95,87,86,90,81,88,87,86,89,87,91,100,97,94,95,88,91,79
US-NV_Tea,27,33,13,18,28,33,20,26,28,29,40,34,41,29,41,32,33,23,36,29,19,23,30,35,24,23,36,39,27,25,26,22,27,27,35,27,31,28,35,35,32,27,23,31,28,29,32,37,29,32,34,29,33,32,30,26,27,33,42,25,34,34,32,59,31,36,35,33,33,34,30,38,45,41,52,45,41,39,36,37,41,46,41,41,42,40,29,37,33,39,35,36,38,39,37,42,40,40,39,38,37,40,39,35,37,35,40,41,39,41,42,38,43,39,39,40,42,43,40,44,50,42,44,44,43,43,44,44,42,42,40,42,51,45,46,51,43,43,43,44,42,43,48,49,53,46,44,45,45,45,41,39,42,45,46,48,52,50,47,48,48,51,48,48,48,48,47,54,55,52,51,49,48,49,48,49,50,48,50,53,55,50,53,52,52,55,50,49,52,53,55,54,57,53,52,60,59,56,54,55,54,51,53,70,71,60,59,58,59,54,58,58,54,51,56,60,65,63,63,58,58
US-NV_bubbleTea,2,0,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
isPartial,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
US-NY_Coffee,37,33,33,31,30,32,32,34,32,32,38,45,38,36,32,31,29,34,44,34,34,34,39,43,36,34,36,34,31,33,33,34,35,36,37,40,36,35,34,33,32,34,34,35,35,34,39,42,39,36,37,36,37,32,36,34,34,35,40,43,40,39,37,37,34,38,36,39,40,40,44,49,42,39,42,39,41,38,39,37,40,42,45,49,42,40,39,38,38,43,48,48,56,56,61,67,64,60,59,58,57,58,59,60,67,61,62,69,66,64,67,62,61,63,60,59,59,61,63,61,61,61,60,59,58,58,61,58,68,59,64,70,67,59,61,58,57,63,63,63,71,64,71,77,77,78,72,74,72,70,69,69,81,76,82,94,82,80,80,82,81,79,90,82,91,86,93,99,92,87,87,85,87,86,90,92,94,87,92,97,90,85,91,87,87,89,91,90,91,90,91,95,91,91,79,99,89,80,84,89,91,92,88,95,85,87,87,87,90,85,94,94,94,98,100,100,97,93,95,95,83
US-NY_Tea,33,32,31,24,27,24,28,25,27,27,29,36,36,32,34,31,30,26,30,30,27,29,34,40,35,33,32,31,31,30,30,30,30,32,31,37,36,35,34,31,31,31,30,31,30,32,35,37,37,35,35,34,34,30,33,33,35,34,35,38,39,36,37,48,34,32,33,32,37,35,33,39,42,42,43,50,41,33,39,36,43,45,45,43,42,38,36,37,37,34,35,34,36,36,37,40,45,41,39,40,42,38,36,35,36,36,37,47,49,47,51,47,46,40,42,43,43,49,45,50,53,49,50,50,50,44,45,42,43,45,47,52,57,50,52,53,49,47,49,49,48,50,50,56,62,61,58,58,58,55,52,49,53,57,55,63,68,63,66,68,64,60,69,56,60,62,66,74,75,70,65,67,64,60,59,62,60,62,65,68,70,66,67,65,61,60,60,61,58,59,60,65,69,64,58,64,66,56,60,59,58,61,59,71,71,64,64,65,63,60,64,62,59,62,61,68,65,64,64,65,59
US-NY_bubbleTea,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,2,3,3,3,3,4,4,4,3,3,3,3,3,3,3,4,4,5,4,4,4,3,3,3,3,4,3,2,4,4,4,5,4,3,3,3,4,4,5,5,5,5,5,5,4,4,3,4,4,4,5,5,5
isPartial,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
US-OH_Coffee,38,28,34,24,36,27,34,25,33,31,37,46,33,30,32,29,27,30,46,38,33,32,41,41,33,33,35,29,30,28,30,28,33,32,32,44,33,33,30,29,31,29,30,31,31,33,35,39,37,32,33,31,31,31,28,28,27,32,36,40,37,35,33,32,34,34,33,33,33,32,38,44,36,35,35,32,31,34,32,33,34,35,42,46,42,35,37,37,35,41,47,44,51,49,55,61,55,51,50,48,46,50,49,52,57,54,59,62,56,52,49,53,47,49,47,42,44,45,47,51,46,42,44,43,43,45,47,45,49,47,53,57,50,46,46,46,43,48,46,50,51,48,57,59,50,48,45,49,47,48,46,45,50,50,55,74,54,53,51,50,50,48,51,51,55,53,69,73,64,56,62,64,54,57,62,62,65,65,73,77,73,68,70,62,69,67,70,70,69,70,79,86,78,75,68,87,79,77,76,77,82,82,85,97,84,80,78,73,78,76,79,80,83,85,98,100,90,81,86,83,71
US-OH_Tea,25,21,19,22,20,17,16,23,20,21,25,28,29,25,24,24,23,24,20,21,18,23,22,31,28,23,24,20,23,20,20,19,20,23,30,27,25,23,26,26,26,23,25,23,24,20,25,30,29,26,24,26,25,24,23,25,25,24,28,28,25,25,32,52,26,28,27,32,33,28,28,27,32,32,34,42,31,28,31,29,32,36,35,32,35,29,28,31,27,27,29,29,30,29,30,31,32,31,30,30,30,30,30,28,29,29,32,33,35,34,34,33,32,30,31,27,29,34,31,32,38,32,32,33,34,32,32,32,30,32,34,35,36,36,35,35,34,36,36,32,31,33,36,39,38,35,35,37,34,36,34,30,32,33,34,36,40,36,37,35,35,36,35,33,32,33,36,38,38,37,36,36,36,36,36,35,34,35,38,37,38,37,36,35,35,37,35,34,33,34,35,38,41,38,33,35,40,38,37,36,35,37,36,66,54,39,37,40,41,39,39,36,37,38,40,42,43,38,40,40,44
